Patient,SLC6A4,SFTPC,ITLN2,SERTM1,CLDN18,LGI3,AGER,CD300LG,ANKRD1,FABP4,CST1,FAM83A,COL11A1,PPP1R14D,ABCA12,LOC84740,PRAME,SPINK1,CA9,MMP13,status
TCGA-55-A492,5.3562,27543.1173,4.2849,1.0712,151.5801,447.2416,1330.4767,46.5988,7.4987,134.9759,64.2742,512.0514,2.1425,81.414,43.9207,1359.7215,147.8307,1083.0209,60.9159,12.8548,1
TCGA-55-A493,4.3629,12.6039,0,0,0.9695,5.8172,106.1633,0,0.4848,6.7867,57.2021,4693.9686,1888.64,1018.0041,91.1356,5601.1896,971.4668,7.2715,19.6911,328.1851,1
TCGA-55-A494,0.8869,15.9644,0,0.8869,0.8869,5.7649,134.8103,0,0,0,192.4595,3963.6012,246.561,2658.513,147.6705,13.787,1395.9965,958.7498,202.9605,218.6233,1
TCGA-55-A4DF,7.3971,3546.0009,1.8493,112.8063,240.4068,13.8696,417.4757,7.3971,40.6842,9.2464,0,353.2131,311.6043,156.2644,11.0957,247.9565,70.7351,9.7087,9184.5492,14.7943,1
TCGA-55-A4DG,0.5274,34966.7722,5.2743,5.2743,581.2236,130.2743,1824.8945,6.8565,10.0211,34.2827,1.0549,1575.9494,26.3713,54.8523,18.9873,2044.884,152.9536,188.2911,21.9884,412.4473,1
TCGA-55-A57B,106.1354,21913.6107,39.4922,42.6657,513.0465,48.6601,2999.6474,16.9252,485.8956,198.8717,908.6742,55.7123,365.3032,4.2313,80.3949,272.4894,3.1735,15.8674,115.7475,144.2172,1
TCGA-62-A46V,0.9926,12.4069,0,0.4963,10.9181,5.9553,670.9677,1.4888,2.4814,29.2804,1438.7097,411.4144,4392.5558,86.8486,181.6377,2795.6675,0.4963,321.5881,6608.5161,162.2829,1
TCGA-64-1676,0,2106.3061,0,0,37.4146,2.0786,163.5159,0.6929,12.4715,75.5222,110.8582,1442.5425,4119.0756,17.3216,33.9503,860.8556,0,27.7146,10.6562,1488.9644,1
TCGA-64-5774,0,6.5512,33.2241,2.8077,1.4038,2.3397,34.628,0,0.9359,7.9551,462.7983,3584.4642,1041.1792,694.8994,8.891,1672.0683,841.3664,117.9223,206.2892,124.4736,1
TCGA-64-5778,5.7084,12788.8406,3.1137,1.5568,453.5565,18.682,765.4415,1.5568,14.5304,34.2503,230.4109,960.0453,72.6521,1242.8694,115.2054,1351.3805,17.6441,162.9482,0.5605,47.2238,1
TCGA-64-5781,0,7.717,0,0.6431,0.6431,11.5756,22.508,0.6431,34.7267,61.0932,798.7138,5120.2572,2728.6174,3.8585,108.6817,3012.3987,0.6431,500.9646,160.1158,99.0354,1
TCGA-67-3770,33.8346,159749.1071,5.6391,10.3383,982.1429,1132.5188,1308.2707,1.8797,80.8271,96.8045,1235.9023,218.985,5.6391,23.4962,63.9098,1557.8289,19.7368,105.2632,13.9098,223.6842,1
TCGA-67-3771,12.3779,295.7655,10.4235,59.9349,46.2541,1.3029,150.4886,2.6059,104.2345,37.1336,2951.7915,359.6091,870.3583,7.8176,0,174.7101,4097.0684,30.6189,24.6775,4.5603,1
TCGA-67-3772,0,2261.236,0,2.809,396.0674,0.9363,71.6292,65.5431,13.5768,1876.8727,3977.9963,502.809,1424.1573,109.5506,234.5506,1099.6208,45.8801,862.8277,1082.1676,1123.1273,1
TCGA-67-3773,49.332,21232.2713,14.3885,7.1942,796.5057,34.9435,2891.0586,12.333,77.0812,106.8859,1256.9373,490.2364,300.1028,23.6382,36.999,2440.9044,3.0832,6.1665,14.9846,12.333,1
TCGA-67-3774,10.8574,35324.2855,2.5547,0,2537.4421,152.0038,1161.1049,19.1601,6.3867,141.7851,86.8593,811.7516,3.1934,37.6816,212.039,6550.4391,154.5585,9698.8664,12.1731,12.1348,1
TCGA-67-6215,11.1727,6318.5493,2.2345,3.3518,3821.8174,15.2694,788.4221,2.9794,13.4073,58.843,150.087,1812.2163,10.8003,11.9176,142.6385,3863.0149,8.9382,24250.4031,651.5711,184.7224,1
TCGA-67-6216,5.8936,492.1173,0,1.7681,38.3085,5.3043,133.7852,1.7681,2.9468,4.1255,95.4766,839.2515,74.2596,25.9319,256.3725,4279.3812,0.5894,24.7532,3719.3576,1410.9327,1
TCGA-69-7761,0.5397,20.5073,0,0,2742.5796,0,50.7285,0.5397,5.9363,3.238,2470.5882,273.6104,602.8063,642.2018,262.2774,3047.5445,4.857,5330.2752,1761.0685,76.6325,1
TCGA-69-7763,283.1388,47963.3516,37.2395,16.5509,1368.9966,222.2551,3241.6137,39.0129,69.1592,345.2047,1614.3047,2815.4278,843.5052,17.7331,235.2593,9.4813,7.0932,757.7952,7.0282,44.9239,1
TCGA-69-7764,22.5464,7520.557,7.2944,3.3156,812.3342,41.7772,1118.0371,13.2626,5.305,16.5782,0.6631,989.3899,109.4164,92.1751,170.4244,67.3674,206.2334,11748.6737,1.9894,17.9045,1
TCGA-69-7973,3.0961,14031.213,15.4807,4.9022,534.343,115.8474,429.8481,3.0961,30.4454,14.4487,241.2413,2806.3974,202.5395,878.2731,93.4004,2729.2312,357.3467,932.9717,10.9913,70.6953,1
TCGA-69-7979,0.2899,340.6785,0,0.5799,4.929,26.3845,46.1003,0,7.2485,7.2485,413.7431,923.4561,3862.2789,0,75.964,5.2421,163.8156,26.3845,268.4749,239.7796,1
TCGA-69-7980,16.229,5937.9928,2.7559,1.531,401.133,37.6636,1295.2614,1.8373,17.4539,55.1175,202.0975,577.2028,458.0877,77.4707,393.4778,3619.1013,2092.9342,20716.8338,302.7727,142.6931,1
TCGA-69-8255,16.9209,18177.2538,7.4896,3.3287,331.7614,69.0707,1283.7725,2.7739,17.7531,61.8585,3.6061,10.5409,28.0166,107.3509,0.2774,51.215,3186.6852,15935.0902,94.4521,1.1096,1
TCGA-71-6725,1.8722,4234.4997,0.312,0.9361,73.638,16.2253,689.5766,2.8082,5.6165,14.6652,0,4202.9851,33.6988,11.5449,159.7571,1534.3392,0,73.014,5.604,21.8418,1
TCGA-71-8520,0,14.8798,6.8199,0,636.1094,0.62,88.0385,0.62,16.1197,8.6799,3992.7337,489.1719,9557.7613,33.4794,334.7944,2168.9782,0,39.6793,745.7298,3501.7019,1
TCGA-73-4662,9.1426,991.1504,0.2344,18.9885,139.2487,3.0475,195.0419,8.4393,2.3443,64.7014,295.1415,244.2712,249.4286,744.7694,10.3147,221.9422,1.8754,2966.653,30.9301,262.322,1
TCGA-73-7498,66.7757,19389.2069,26.9828,6.5413,2220.7686,1187.7896,2590.3516,18.8062,9.5394,72.2268,110.6569,1825.5655,3.5432,10.357,7.359,15.9171,1.9079,243.6631,4.1755,210.6841,1
TCGA-73-7499,0.3581,209.4897,0,1.0743,6.0877,7.8782,58.3706,1.4324,1.7905,53.7153,3153.8048,856.5801,1456.7592,2000.7162,525.3357,450.5748,1023.0976,126.0519,549.7332,331.6025,1
TCGA-75-5146,4.2523,8109.8512,0,0.7087,6525.8682,7.7959,807.2289,48.1928,1.4174,19.8441,114.8122,354.3586,0.7087,12.0482,2.1262,749.596,80.7938,219.7023,2.5797,16.3005,1
TCGA-75-5147,1.4745,12.6806,0.8847,4.7184,17.1041,2.3592,135.0634,4.1286,21.5276,15.0398,513.123,731.9375,255.087,1248.3043,830.1386,1538.0714,1005.6031,76118.5491,831.4332,300.2064,1
TCGA-75-6206,0.6293,50.3461,0,0,43.4235,277.533,614.8521,1.2587,0.6293,3.776,132.7879,454.3738,300.1888,1.2587,10.6986,2777.9673,0,169.9182,16.8848,90.623,1
TCGA-75-7025,5.6732,5079.8033,0,0.3782,2149.7731,17.3979,271.5582,35.5522,3.0257,47.6551,3731.0893,42.3601,74.1301,6.4297,44.2511,3522.882,7.1861,68.4569,10.2042,209.531,1
TCGA-75-7027,1.4476,341.9224,1.1581,0.2895,19.9768,6.9485,83.9606,0.2895,9.5541,27.7939,80.7759,2662.4204,5062.5362,25.4777,101.6213,8429.4007,324.8408,640.9959,36.2507,70.9323,1
TCGA-75-7031,18.2796,30548.3871,9.6774,2.1505,774.1935,135.4839,1670.9677,12.9032,91.3978,33.3333,0,8147.3118,53.7634,40.8602,73.1183,1821.9247,6307.5269,47302.1505,4.2043,3.2258,1
TCGA-78-7152,0.9285,207.0566,0,0.9285,23.2126,6.4995,115.1346,1.857,2.7855,22.2841,114.2061,2441.0399,84.494,109.5636,321.2628,6483.9183,259.9814,101.2071,869.2665,59.4243,1
TCGA-78-7153,8.5969,184.8332,0.6141,0,42.3704,3.0703,8.5969,0,0,3.6844,2405.9024,305.8038,47.2829,1365.6781,122.8128,2775.0101,4.2984,47754.5218,58.9133,5.5266,1
TCGA-78-7159,1.6529,52.8926,0,0,14.876,1.6529,39.6694,0,0,34.7107,109.6419,2704.6832,519.0083,329.4766,113.4986,860.6501,270.5234,1188.9807,278.8871,115.1515,1
TCGA-78-7163,0,3.4238,0,0,0.3424,0.3424,17.8036,2.3966,1.0271,0,238.295,589.917,11.2985,33.2106,185.5688,1450.2885,2.3966,26.0207,149.15,45.5362,1
TCGA-78-7540,21.8724,10695.2775,25.8492,7.6222,31986.0812,28.5004,3033.3057,9.942,222.7009,16.9014,1568.517,1070.7539,8.9478,38.4424,259.8177,1826.2104,0.9942,17596.686,1517.6935,11.9304,1
TCGA-78-7633,63.3398,10998.9549,11.5163,5.4703,842.4192,49.8081,2439.1578,25.3359,26.7755,14.6833,9.7889,425.2403,0.2879,18.714,0,1357.841,466.6991,79.4626,0.5758,17.5624,1
TCGA-78-8655,58.898,6516.7828,27.2324,11.3996,428.7524,17.0994,2485.1172,10.133,62.6979,65.8645,194.4269,1691.5769,897.4034,26.5991,197.5934,6.9791,4.4332,139.3287,16.7321,388.8537,1
TCGA-80-5608,9.2207,22552.7886,13.1218,3.5464,880.223,141.1478,1418.9251,2.1279,29.4353,17.0228,38.656,6414.0665,151.0778,631.6185,100.7185,808.72,82.2771,49893.6072,1286.264,24.1157,1
TCGA-80-5611,0.5574,5.5741,0.5574,0,2.2297,0,14.4928,0.5574,592.5307,1.6722,474.359,468.2274,473.8016,3.9019,345.039,111.3155,1301.0033,0.5574,186.2375,582.4972,1
TCGA-83-5908,0.3755,100.2629,0,0.751,10.1389,0,103.6425,0.3755,6.3838,3.3796,677.4315,4033.0454,559.8949,20.6534,242.208,4281.7161,3.3796,13.8941,350.1239,293.6538,1
TCGA-86-7953,2.9544,586.1585,0.8863,10.0451,168.9933,1.7727,295.7382,0.5909,80.6559,3.2499,292.4884,858.5568,234.5816,2.3635,1449.1469,2697.0057,3622.4241,229.5591,9.5162,9.7496,1
TCGA-86-7954,3.4788,4931.0134,3.7464,1.0704,158.9527,27.0273,400.593,2.4084,10.9715,25.1541,570.2496,1729.2131,481.4073,1430.5746,989.0392,164.6606,1799.5911,3226.1517,87.6729,297.0329,1
TCGA-86-7955,0.9037,385.27,0.3012,0.3012,34.9424,1.2049,123.202,0,11.7479,5.4221,6.3258,2672.4904,82.5363,65.0651,3.0123,40.5271,4502.7487,31.6289,1.961,2.1086,1
TCGA-86-8073,58.4293,11155.525,17.5288,11.6859,549.579,52.9301,1000.1719,7.2177,21.3095,106.8912,18.2162,843.1002,646.8465,4.1244,112.0467,2883.9629,13.7481,150.1976,22.43,127.857,1
TCGA-86-8075,1.1427,1725.7535,1.1427,2.5711,117.9831,10.5699,186.5448,1.4284,22.5682,20.8542,407.656,328.8102,8765.3192,16.5691,693.9009,1362.8996,645.0507,32.2811,460.6142,1434.0808,1
TCGA-86-8076,8.9651,15085.1686,9.7447,3.1183,705.9053,150.0682,1075.4239,1.5592,7.0162,57.6886,56.1294,1672.9682,74.8392,374.9756,183.2002,5686.8408,78.7371,348.4701,1048.2128,94.7184,1
TCGA-86-8281,8.7047,396.9359,0.3482,0.3482,38.3008,5.9192,2403.8997,7.6602,1.3928,4.5265,677.5766,842.6184,665.7382,87.7437,87.3955,1594.9478,278.2033,340.8774,2.0717,137.5348,1
TCGA-86-8358,0,1362.0351,3.3156,79.5736,1851.4128,1.9893,171.0833,1.9893,5.3049,12.5992,96.1515,9.9467,573.5932,17.241,32.4926,4.6551,1377.9498,0.6631,130.64,7.2942,1
TCGA-86-8585,4.4113,14536.2109,3.3084,0,340.77,48.5239,739.9892,1.1028,5.5141,73.8886,170.9364,18296.8118,786.3074,37.4957,2.2056,8.8446,199.6096,9.9253,87.7731,5.5141,1
TCGA-86-8668,2.9762,110290.1786,0,1.4881,2381.6964,495.5357,518.6012,6.6964,0.744,12.6488,968.75,60.2679,274.5536,3.7202,8.9286,1832.619,4.4643,17.8571,169.256,27.5298,1
TCGA-86-8669,3.1506,91795.2111,2.5205,0.6301,8739.1304,221.172,197.8576,1.2602,5.6711,5.041,328.2924,248.8973,63.6421,415.879,407.6875,165.23,608.6957,35434.1525,5.4505,1.8904,1
TCGA-86-8673,0,0,0.5865,0,3.5191,2.9326,102.0529,0,1.7595,10.5572,18.1818,2143.6982,2302.6427,8.7977,184.751,2046.1672,1882.7007,12.9032,953.0806,31.6716,1
TCGA-86-A456,36.0787,68168.5642,23.0667,36.0787,1302.9721,262.0139,5434.2747,8.2803,27.2069,272.0686,826.852,670.7083,114.1505,214.6976,431.7611,2090.0961,508.0586,2006.8017,3.8149,948.6914,1
TCGA-86-A4P7,239.0892,98072.1063,94.4023,26.5655,3728.1784,579.6964,8548.8615,111.9545,235.7685,582.5427,108.6338,462.9981,9.4877,1399.9051,91.0816,1511.1433,4.7438,37.4763,5.4507,8.0645,1
TCGA-91-6828,250.8418,37238.2155,5.8923,13.468,1419.1919,207.0707,1197.8114,50.5051,54.7138,113.6364,0,4403.1987,79.9663,161.6162,728.9562,878.5269,0,7538.7205,12.5168,61.4478,1
TCGA-91-6831,1.5435,226.8956,0,3.8588,13.8916,0.7718,28.5549,0.7718,49.3922,7.7175,436.0409,3656.5696,6449.5466,3.087,2.3153,17.0326,323.3648,6.9458,1206.5599,75.6319,1
TCGA-91-6835,17.1558,18802.2573,5.4176,12.1896,655.079,99.3228,1235.6659,10.3837,43.3409,31.1512,89.842,604.9661,376.5237,82.167,334.9887,541.3363,937.6975,60.9481,10.2754,136.3431,1
TCGA-91-6836,0.4411,29.9956,0.4411,2.6467,10.1456,7.4989,18.9678,0,0.8822,3.97,0,2971.3277,219.6736,1119.9824,123.5112,6370.9793,0,3.97,5.7433,3251.4336,1
TCGA-91-6840,9.1689,7033.3214,26.7427,15.2815,625.7784,33.6194,24484.0576,2.2922,235.3355,9.933,12.2252,161.9842,11.4611,3.0563,103.9144,3.0792,58.0698,3302.3373,4.7908,11.4611,1
TCGA-91-6847,0.3427,4.4551,0.3427,3.427,1.3708,0,43.523,0,7.5394,2.7416,4.4551,306.3742,44.8938,0,10.9664,10.305,20.2193,0,602.5326,2.3989,1
TCGA-91-8496,281.8848,618443.7092,175.0164,96.8011,4023.8286,815.4526,8467.3867,102.9964,246.262,1494.6091,0.7744,53.4342,1.5488,2.3232,25.5555,1132.3562,3.872,106.094,20.909,4.6465,1
TCGA-91-8497,3.9715,27902.6973,7.9431,5.2954,430.2499,70.1638,624.8552,104.5838,0.6619,305.8084,251.5307,262.1215,4.6335,32.4342,62.2208,2966.3809,13.9004,3725.302,293.4701,9.9288,1
TCGA-91-8499,19.4949,945.7983,3.5445,1.7723,66.7553,1.1815,221.533,1.1815,24.8117,33.0823,102.2006,10.6336,450.7458,15.9504,2.363,2.3689,705.3611,2.9538,433.1709,7.0891,1
TCGA-93-7347,2.331,1735.0427,0.777,0.777,1190.3652,4.2735,412.5874,2.331,4.662,30.303,2943.2789,1168.6092,597.9021,10.878,306.9153,1755.8819,8.547,9400.1554,1.554,1054.0016,1
TCGA-93-7348,0.6604,2102.8716,1.3209,0,173.0378,7.2649,87.8398,0,8.5858,9.9067,93.1234,586.4793,3981.8508,101.7092,110.2951,3932.5879,505.9044,1186.1675,87.0142,1019.0738,1
TCGA-93-8067,9.1149,13756.6047,8.83,4.2726,492.7722,62.6647,1084.0988,1.709,62.6647,125.6142,422.7017,8430.6772,361.4612,313.0385,1059.8875,522.3927,86.0215,1950.0107,337.5062,141.2804,1
TCGA-93-A4JQ,3.4874,11625.109,3.0514,3.4874,241.0636,27.8989,654.3156,3.4874,6.1029,30.5144,895.8152,1263.2956,8080.2092,151.2642,509.1543,506.5519,2195.2921,619.442,24.9826,2506.9747,1
TCGA-95-7043,0.7839,1441.505,0.7839,1.5677,44.6796,4.7031,250.049,3.9193,9.4062,58.7889,67.4113,2510.68,282.9708,500.098,102.6847,3.9271,1198.5107,60.3567,0,0.7839,1
TCGA-95-7944,1.4641,13.1772,0.7321,0,1.8302,15.3734,101.0249,0.7321,0.7321,10.2489,108.3455,5065.8858,200.2196,1.4641,0.7321,17.295,4.3924,348.8287,55.2269,2.9283,1
TCGA-95-7947,69.9809,7088.8544,12.5293,3.6671,884.6934,48.5894,1023.7385,13.7517,50.4229,61.1187,0,349.2935,12.5293,6.1119,685.752,63.1142,0.3056,1.528,228.2326,2.7503,1
TCGA-95-7948,1.9737,2704.9342,0.3289,0.3289,38.4868,6.25,140.1316,0.9868,5.2632,14.8026,450.3289,34.5395,641.4474,13.8158,61.8421,4.6217,24.6711,11.8421,1313.7664,935.1974,1
TCGA-95-8039,54.3353,23791.9075,18.1118,8.8632,1157.6108,68.5934,2005.395,10.0193,45.4721,189.9807,199.2293,1806.5511,155.2987,1348.3622,618.8825,2044.2197,5.7803,892.4855,69.1599,933.7187,1
TCGA-97-7546,4.6973,78753.6534,2.0877,27.6618,2391.4405,167.0146,5791.7537,50.6263,5.2192,126.3048,579.8539,82.9854,15.1357,1.0438,37.0564,2361.3622,9.3946,65.762,58.1994,6.785,1
TCGA-97-7547,1.7507,216.6539,0.8754,0,25.8234,2.1884,49.4584,0.8754,0.8754,39.3916,110.7342,2079.8774,5.6899,3.5015,98.479,3684.3156,285.8081,23014.3342,0,21.8842,1
TCGA-97-7552,9.7657,4257.3871,11.1608,0,35713.2228,16.2762,2065.6814,16.7412,24.6468,13.486,279.4855,285.0659,28.8321,43.2482,35.3426,1315.6884,1.3951,2979.4734,1278.6484,26.0419,1
TCGA-97-7553,566.5653,147703.435,141.9762,66.5234,5996.4841,1293.8583,7228.2836,116.5276,313.4191,2062.6727,39.289,1119.2901,27.6809,4.4647,50.8971,64.1661,1.7859,39.289,11.5233,653.6261,1
TCGA-97-7937,0.8035,41.3821,0,0,7.6336,1.2053,288.4693,0,1.6071,1.2053,137.4046,1194.8574,2335.8779,9.6424,13.6601,3583.9695,235.0342,38.5697,302.1615,163.5195,1
TCGA-97-7941,40.1092,17945.9706,76.6604,21.3485,4923.0849,127.7673,4671.1083,17.1435,183.7262,22.3188,6749.6723,1010.8174,96.3915,668.2716,712.5858,2029.8474,203.7808,1202.6301,102.6052,24.9065,1
TCGA-97-8172,2.3816,19382.6409,0,13.4956,2634.824,75.946,317.5443,39.1638,3.7047,87.0601,373.3792,1772.1619,15.6126,22.4927,10.0556,2308.5049,3.1754,1947.6052,37.0468,33.6068,1
TCGA-97-8175,13.5652,3865.7391,6.9565,1.3913,336,9.3913,563.4783,1.0435,75.8261,48.6957,177.7391,1160,67.8261,11.1304,693.5652,660.1809,1.7391,1858.087,1529.1757,91.1304,1
TCGA-97-8177,1.3736,37543.6126,0.3434,6.1813,324.5192,121.5659,1846.4973,4.1209,19.2308,48.0769,796.0165,112.9808,1059.7527,260.989,63.8736,2480.1717,866.4148,6201.9231,296.2809,335.1648,1
TCGA-97-8179,48.8941,19247.9627,60.9236,24.8351,1187.8153,75.6694,2845.5568,13.5817,91.9674,162.2041,155.9953,1294.9166,109.0415,65.9682,0.388,4322.9841,1.5522,207.2177,0.7761,36.4765,1
TCGA-97-8552,140.8537,530550.6098,75,12.1951,4474.3902,2781.0976,6072.561,89.0244,124.3902,421.9512,132.3171,89.6341,12.1951,3.0488,12.8049,1546.2256,1.8293,1718.9024,123.7195,15.8537,1
TCGA-97-A4LX,28.5942,16436.3736,6.1587,4.3991,624.2329,99.4198,1082.1797,3.9592,43.991,104.6987,460.1463,688.8997,1735.4467,625.5526,141.6512,99.6837,639.1899,40.4718,18.9161,43.991,1
TCGA-97-A4M0,6.3869,6096.7153,2.281,1.8248,205.292,21.8978,508.6679,1.8248,5.0182,5.9307,49.2701,947.5365,5.0182,137.7737,239.0511,930.1141,4.1058,253.1934,75.771,206.6606,1
TCGA-97-A4M1,717.5722,308342.1439,210.4748,102.3005,3761.1356,903.5732,17745.4723,24.9633,550.1713,443.955,14.1948,120.4112,5.8737,13.2159,3.9158,1784.5717,0.4895,1396.9652,6.2751,3.9158,1
TCGA-97-A4M2,590.4848,226225.0393,177.2418,34.1961,4422.8565,1245.5088,12086.1549,80.9147,72.2453,816.8534,31.7879,362.6713,0.4816,54.4248,18.7838,1286.0384,222.5155,127.6333,32.2214,13.0042,1
TCGA-97-A4M3,18.7152,7665.655,17.7036,7.5873,498.2296,20.7385,1978.7557,1.5175,22.2559,42.9944,357.1067,743.045,348.5078,2.5291,2.5291,6.6009,287.304,261.0015,0.5058,79.9191,1
TCGA-97-A4M5,1164.5729,46945.1424,110.9715,56.9514,2586.6834,279.732,7652.0101,89.6147,194.7236,672.1106,27.6382,1215.2429,71.1893,242.8811,481.5745,22.6675,72.4456,422.5293,10.5695,38.9447,1
TCGA-97-A4M6,102.7984,8224.329,24.2147,8.2239,440.434,22.8441,1927.5842,11.8789,10.0514,169.0463,233.0097,121.0737,254.4832,1310.337,91.8332,2810.819,56.6533,614.506,189.9852,223.8721,1
TCGA-97-A4M7,16.7598,7614.5251,34.8088,4.7271,2347.6579,25.7843,2266.8672,8.5948,75.6339,76.4933,508.3799,285.7757,49.8496,174.0438,156.4246,3446.618,3.0082,776.1066,55.2514,12.8921,1
TCGA-99-8028,8.6132,11330.2699,23.2557,4.7373,517.2243,31.4383,2147.2776,2.584,23.6864,55.1247,3895.3321,2967.6875,451.7638,73.6431,139.9649,950.6591,4.7373,4871.2107,141.412,587.8528,1
TCGA-99-8032,1.9556,2265.7671,265.1804,23.4673,186.565,7.4313,149.0173,1.1734,15.2537,69.6196,153.7108,1555.8815,2556.7615,945.7319,39.1122,580.2797,185.7827,4958.6389,216.1885,271.4383,1
TCGA-99-AA5R,3033.1162,367182.9533,444.0825,119.9783,10499.4571,989.1422,31752.9859,743.7568,331.7047,519.544,38.0022,545.0597,74.3757,11.9435,45.6026,364.468,4.886,104.2345,18.2682,544.5168,1
TCGA-J2-A4AD,23.5485,7087.6979,9.3382,7.7142,352.4158,19.8944,697.5233,0,542.0219,37.7588,257.4097,1094.1941,2354.0398,7.3082,107.9984,395.0386,1643.9302,6.0901,11.5225,211.5307,1
TCGA-J2-A4AE,30.7329,5145.3901,0.591,5.9102,671.3948,11.2293,1029.5508,59.1017,5.3191,75.6501,20.6856,66.7849,1.182,17.1395,302.0095,964.8522,1.182,437.9433,154.539,5.9102,1
TCGA-J2-A4AG,28.7041,12028.7041,6.7539,3.9398,654.0031,28.7041,1506.6836,12.945,59.6595,109.7509,124.3844,1051.9206,52.3428,836.3585,95.6803,868.0625,1.6885,11533.9806,500.9596,22.513,1
TCGA-L4-A4E5,1.8203,2504.2093,1.8203,0.9101,231.1718,10.0114,339.4767,0.4551,4.5506,5.0057,311.2628,2162.0023,1622.7531,575.6542,68.2594,55.2491,1.8203,369.5108,3.4539,254.38,1
TCGA-L4-A4E6,492.7862,251033.4049,367.0868,93.9965,17684.1274,1066.2202,26612.679,41.7144,265.3036,580.6645,2.2248,113.4632,1.1124,2.2248,28.922,129.704,4.4495,16.6858,5.4562,40.602,1
TCGA-L9-A443,0.5616,212.2701,0,0,55.5946,1.1231,81.4264,1.6847,5.6156,32.5705,3208.7604,1150.6388,1344.3774,58.9639,198.7926,1289.1871,803.0324,14583.1812,14.039,429.0327,1
TCGA-L9-A444,1.5186,9.8709,0,0,3.0372,0.7593,119.9696,0.7593,3.0372,33.4093,924.8292,1533.7889,1038.7244,53.1511,8.3523,2451.4958,3.7965,2135.1557,1.6629,3505.6948,1
TCGA-L9-A8F4,12.5478,172.7419,1.673,0,15.0574,6.6922,155.5932,0.4183,17.9852,24.2592,192.8185,1576.8451,897.1705,153.5019,1.2548,16.7974,11486.2915,1950.3524,12.7779,1.2548,1
TCGA-MN-A4N4,2.8828,6.7265,1.4414,2.4023,8.1679,2.4023,74.9527,0,17.2968,39.8787,868.2022,4396.2644,5567.6406,1.4414,87.4448,2982.1423,3320.0204,55.7341,11.142,227.7409,1
TCGA-MN-A4N5,16.5354,7874.0157,7.4803,1.9685,388.189,31.8898,1154.7244,1.9685,34.252,44.8819,14.1732,3710.2362,146.063,2653.937,543.7008,16.9921,2.3622,7.874,36.3937,1112.2047,1
TCGA-MP-A4TH,10.1476,2113.4686,0.9225,2.3063,424.8155,11.0701,644.3727,28.5978,2.3063,101.476,250.9225,462.6384,5.5351,136.0701,11.0701,3052.2094,8.7638,807.6568,107.1633,3.69,1
TCGA-MP-A5C7,1.6599,1787.7373,1.2449,1.2449,9123.768,3.7348,207.9054,0.83,1.6599,2.0749,58.9273,319.9502,1.6599,70.9617,2.0749,3923.4609,28.6337,62.2471,52.6611,2.9049,1
TCGA-NJ-A4YF,1.2151,22.4787,27.339,0,0,0,54.678,0,0.6075,23.6938,0.6075,5320.7776,512.7582,153.0984,1.8226,4869.9818,0,35.2369,42.7825,446.5371,1
TCGA-NJ-A4YG,21.3626,27537.5289,21.3626,8.0831,1189.9538,93.5335,2239.6074,3.4642,44.4573,230.3695,3452.0785,2758.6605,1396.6513,497.1132,230.3695,2296.0855,1.1547,18342.9561,264.2379,988.4527,1
TCGA-NJ-A4YP,0.5081,0.2541,0,0,1.2703,0.7622,1294.4614,0,1.7785,5.5894,3315.5488,3619.6646,8004.3191,2421.748,506.3516,3663.6585,2.2866,1087.9065,3358.8389,1705.2846,1
TCGA-NJ-A4YQ,67.7966,16950.408,29.5041,5.6497,626.4909,50.8475,2072.1908,2.511,14.4382,60.2637,28.8763,8593.2203,110.4834,10.6717,198.3679,4540.408,2666.6667,42.059,12.1846,33.2706,1
TCGA-NJ-A55A,11.3646,58960.5735,2.6226,0,502.6663,114.5205,521.0246,32.3455,2.6226,157.3564,6.1194,159.1048,35.8423,2.6226,96.1623,347.5304,4.371,4871.9294,22.4932,138.9982,1
TCGA-NJ-A55R,3.1237,1362.8882,36.7634,0.4806,23.0672,4.8057,146.573,5.2862,0.9611,65.5974,1035.8623,192.2268,876.3141,226.3471,278.7289,3806.764,875.8335,4459.4221,3628.7643,127.3503,1
TCGA-S2-AA1A,2.6208,203.1105,1.9656,0,15905.5208,1.9656,895.652,59.6228,22.9318,174.9371,1811.615,3.9312,165.1092,46.5189,5.2416,2736.8359,11.7935,541.1913,3129.8417,7.2071,1
TCGA-05-5428,3.4881,3592.7622,6.1042,0,191.8465,4.3601,329.6272,2.6161,6.9762,54.9379,157.8374,1904.5128,807.4995,0.872,69.7624,907.2945,66.2743,79.3547,30.6954,1416.1761,1
TCGA-44-7670,6.1829,8779.6584,8.0377,4.9463,342.8395,33.0783,799.1344,2.164,1025.1179,72.6486,95.216,87.4874,28.7503,34.3149,282.8658,242.0156,1492.2328,2953.8604,7.7348,29.0594,1
TCGA-49-6742,3.7286,56923.1916,24.6085,5.22,924.6831,297.5391,1774.7949,3.7286,102.9083,369.8732,96.1969,1874.7204,3.7286,96.1969,9.6943,2.2446,2104.3997,71520.5071,33.6614,2.9828,1
TCGA-49-6744,16.8024,26917.0061,17.3116,9.6741,1539.7149,118.6354,2344.1955,59.0631,39.7149,100.8147,31.5682,821.2831,2526.4766,420.5703,176.6802,816.4002,2310.0815,8053.9715,421.2576,96.7413,1
