"","TCGA-05-4384","TCGA-05-4390","TCGA-05-4405","TCGA-05-4410","TCGA-05-4417","TCGA-05-4424","TCGA-05-4425","TCGA-05-4427","TCGA-05-4433","TCGA-05-5423","TCGA-05-5425","TCGA-05-5428","TCGA-05-5429","TCGA-05-5715","TCGA-35-5375","TCGA-38-6178","TCGA-38-A44F","TCGA-44-5643","TCGA-44-5644","TCGA-44-5645","TCGA-44-6144","TCGA-44-6145","TCGA-44-6146","TCGA-44-6148","TCGA-44-6774","TCGA-44-6775","TCGA-44-6776","TCGA-44-6778","TCGA-44-7659","TCGA-44-7660","TCGA-44-7661","TCGA-44-7662","TCGA-44-7667","TCGA-44-7670","TCGA-44-7671","TCGA-44-7672","TCGA-44-8117","TCGA-44-8119","TCGA-44-8120","TCGA-44-A479","TCGA-44-A47A","TCGA-44-A47B","TCGA-44-A47F","TCGA-44-A47G","TCGA-44-A4SS","TCGA-44-A4SU","TCGA-49-4514","TCGA-49-6742","TCGA-49-6743","TCGA-49-6744","TCGA-49-6745","TCGA-49-6761","TCGA-49-6767","TCGA-49-AAR0","TCGA-49-AAR2","TCGA-49-AAR3","TCGA-49-AARO","TCGA-49-AARQ","TCGA-49-AARR","TCGA-4B-A93V","TCGA-50-5049","TCGA-50-5051","TCGA-50-5055","TCGA-50-5066","TCGA-50-5072","TCGA-50-5941","TCGA-50-5942","TCGA-50-5944","TCGA-50-5946","TCGA-50-6597","TCGA-50-7109","TCGA-50-8457","TCGA-50-8459","TCGA-50-8460","TCGA-53-7813","TCGA-53-A4EZ","TCGA-55-5899","TCGA-55-6543","TCGA-55-6642","TCGA-55-6712","TCGA-55-6969","TCGA-55-6971","TCGA-55-6972","TCGA-55-6980","TCGA-55-6983","TCGA-55-6985","TCGA-55-6986","TCGA-55-6987","TCGA-55-7227","TCGA-55-7281","TCGA-55-7283","TCGA-55-7284","TCGA-55-7570","TCGA-55-7573","TCGA-55-7574","TCGA-55-7576","TCGA-55-7724","TCGA-55-7725","TCGA-55-7726","TCGA-55-7727","TCGA-55-7728","TCGA-55-7815","TCGA-55-7816","TCGA-55-7903","TCGA-55-7907","TCGA-55-7910","TCGA-55-7911","TCGA-55-7913","TCGA-55-7914","TCGA-55-7994","TCGA-55-7995","TCGA-55-8085","TCGA-55-8087","TCGA-55-8089","TCGA-55-8090","TCGA-55-8091","TCGA-55-8092","TCGA-55-8094","TCGA-55-8096","TCGA-55-8097","TCGA-55-8203","TCGA-55-8204","TCGA-55-8205","TCGA-55-8206","TCGA-55-8207","TCGA-55-8208","TCGA-55-8299","TCGA-55-8301","TCGA-55-8302","TCGA-55-8505","TCGA-55-8506","TCGA-55-8507","TCGA-55-8508","TCGA-55-8510","TCGA-55-8511","TCGA-55-8512","TCGA-55-8513","TCGA-55-8514","TCGA-55-8614","TCGA-55-8615","TCGA-55-8616","TCGA-55-8619","TCGA-55-8620","TCGA-55-8621","TCGA-55-A48X","TCGA-55-A48Y","TCGA-55-A48Z","TCGA-55-A490","TCGA-55-A491","TCGA-55-A492","TCGA-55-A493","TCGA-55-A494","TCGA-55-A4DF","TCGA-55-A4DG","TCGA-55-A57B","TCGA-62-8395","TCGA-62-8397","TCGA-62-8399","TCGA-62-8402","TCGA-62-A46U","TCGA-62-A46V","TCGA-62-A471","TCGA-62-A472","TCGA-64-1679","TCGA-64-5774","TCGA-64-5778","TCGA-64-5779","TCGA-64-5781","TCGA-64-5815","TCGA-67-4679","TCGA-67-6215","TCGA-67-6216","TCGA-67-6217","TCGA-69-7760","TCGA-69-7761","TCGA-69-7763","TCGA-69-7764","TCGA-69-7765","TCGA-69-7973","TCGA-69-7974","TCGA-69-7978","TCGA-69-7979","TCGA-69-7980","TCGA-69-8253","TCGA-69-8254","TCGA-69-8255","TCGA-69-8453","TCGA-69-A59K","TCGA-71-6725","TCGA-71-8520","TCGA-73-4676","TCGA-73-7498","TCGA-73-7499","TCGA-73-A9RS","TCGA-75-5125","TCGA-75-5126","TCGA-75-5146","TCGA-75-5147","TCGA-75-6203","TCGA-75-6206","TCGA-75-6212","TCGA-75-6214","TCGA-75-7025","TCGA-75-7027","TCGA-75-7030","TCGA-75-7031","TCGA-78-7149","TCGA-78-7152","TCGA-78-7153","TCGA-78-7159","TCGA-78-7160","TCGA-78-7161","TCGA-78-7163","TCGA-78-7539","TCGA-78-7540","TCGA-78-7633","TCGA-78-8640","TCGA-78-8655","TCGA-80-5607","TCGA-80-5608","TCGA-80-5611","TCGA-83-5908","TCGA-86-6562","TCGA-86-6851","TCGA-86-7701","TCGA-86-7711","TCGA-86-7713","TCGA-86-7714","TCGA-86-7953","TCGA-86-7954","TCGA-86-7955","TCGA-86-8054","TCGA-86-8055","TCGA-86-8056","TCGA-86-8073","TCGA-86-8074","TCGA-86-8075","TCGA-86-8076","TCGA-86-8278","TCGA-86-8279","TCGA-86-8280","TCGA-86-8281","TCGA-86-8358","TCGA-86-8359","TCGA-86-8585","TCGA-86-8668","TCGA-86-8669","TCGA-86-8671","TCGA-86-8672","TCGA-86-8673","TCGA-86-8674","TCGA-86-A456","TCGA-86-A4D0","TCGA-86-A4JF","TCGA-86-A4P7","TCGA-86-A4P8","TCGA-91-6828","TCGA-91-6830","TCGA-91-6831","TCGA-91-6835","TCGA-91-6836","TCGA-91-6840","TCGA-91-6847","TCGA-91-6848","TCGA-91-6849","TCGA-91-7771","TCGA-91-8496","TCGA-91-8497","TCGA-91-8499","TCGA-91-A4BC","TCGA-91-A4BD","TCGA-93-7347","TCGA-93-7348","TCGA-93-8067","TCGA-93-A4JN","TCGA-93-A4JP","TCGA-93-A4JQ","TCGA-95-7039","TCGA-95-7043","TCGA-95-7567","TCGA-95-7944","TCGA-95-7947","TCGA-95-7948","TCGA-95-8039","TCGA-95-8494","TCGA-95-A4VK","TCGA-95-A4VN","TCGA-95-A4VP","TCGA-97-7546","TCGA-97-7547","TCGA-97-7552","TCGA-97-7553","TCGA-97-7554","TCGA-97-7937","TCGA-97-7941","TCGA-97-8171","TCGA-97-8172","TCGA-97-8175","TCGA-97-8176","TCGA-97-8177","TCGA-97-8179","TCGA-97-8547","TCGA-97-8552","TCGA-97-A4LX","TCGA-97-A4M0","TCGA-97-A4M1","TCGA-97-A4M2","TCGA-97-A4M3","TCGA-97-A4M5","TCGA-97-A4M6","TCGA-97-A4M7","TCGA-99-7458","TCGA-99-8025","TCGA-99-8028","TCGA-99-8032","TCGA-99-8033","TCGA-99-AA5R","TCGA-J2-8192","TCGA-J2-8194","TCGA-J2-A4AD","TCGA-J2-A4AE","TCGA-J2-A4AG","TCGA-L4-A4E5","TCGA-L4-A4E6","TCGA-L9-A443","TCGA-L9-A444","TCGA-L9-A50W","TCGA-L9-A743","TCGA-L9-A7SV","TCGA-L9-A8F4","TCGA-MN-A4N1","TCGA-MN-A4N4","TCGA-MN-A4N5","TCGA-MP-A4TH","TCGA-MP-A5C7","TCGA-NJ-A4YF","TCGA-NJ-A4YG","TCGA-NJ-A4YP","TCGA-NJ-A4YQ","TCGA-NJ-A55A","TCGA-NJ-A55O","TCGA-NJ-A55R","TCGA-NJ-A7XG","TCGA-S2-AA1A"
"hsa-let-7a-1",15036.335521,3422.983841,7870.475061,6721.506537,4545.57764,7930.38113,13616.594337,3537.560228,11074.36309,13750.422484,9185.25984,12494.645552,11947.298329,8551.455147,10710.661517,8073.365139,6116.867478,7534.816102,4745.74745,18617.597998,12606.525183,14543.909477,17547.083156,12237.490254,8728.593755,13343.761007,8945.473764,5590.711158,19422.803026,13179.514187,13518.874079,8882.757413,7796.170752,7622.889555,11583.847046,8989.213411,3272.723707,3836.774007,5958.769523,3675.756504,5847.421573,7138.143361,5922.654043,5072.545421,4450.026609,4039.321049,6842.620924,6503.989136,6755.114604,8584.830321,6976.801283,6011.150461,4622.472246,8973.559514,2772.30871,3612.726907,5612.290197,7875.890489,5643.354045,6874.548689,13377.582792,9615.706022,13543.126497,9967.419262,9006.660567,17852.778419,16416.705349,13838.331266,5218.166878,11011.405507,7476.474938,8072.873194,4573.409265,10213.585695,9949.833595,3379.437978,5552.196117,19591.059939,5488.614696,10963.010275,4570.504281,6864.392779,9670.769067,6478.148618,8346.88629,5067.620957,9932.859463,5520.893039,14704.547668,14621.348697,10879.823577,9619.287345,11261.563832,18319.270044,12736.121354,8303.663952,15785.227187,21633.152754,13565.560934,9968.408188,8262.896804,11305.46866,16729.265775,8018.652278,13389.31337,9590.671706,10305.929355,4419.733463,14756.000679,7003.85357,4163.409924,4554.45443,7866.024138,6315.665355,4049.912014,7063.795996,8558.489185,1330.246201,3975.425448,5431.141465,3714.56032,3717.2615,5163.06389,7599.506727,3173.965003,4086.114512,5593.846497,5706.134094,4495.036837,5334.741817,3518.953904,4489.355549,3192.403991,6534.361914,4258.573502,9187.024364,5278.694466,6485.242526,7417.465525,2996.441398,5998.686052,8734.448088,1746.776783,7586.99738,6699.269911,4922.951261,5302.883433,2336.287191,2777.335887,4525.40599,3903.097823,2235.568255,3994.274441,4484.086717,9895.629429,4841.967445,9043.020742,4756.436141,5060.783065,4446.78484,5803.508641,3166.634168,3848.327216,9254.813816,5448.643957,12160.864236,7163.004661,13375.967409,8893.24627,7038.720327,11924.171082,19268.207049,7849.622548,5349.648607,18224.80896,17252.120175,8827.845723,16804.020892,6241.670023,5497.616119,4933.714171,6409.637009,7349.490444,7610.359221,14413.298466,2820.661108,11316.103154,4521.265375,4156.635827,4559.29508,23153.988236,10013.632596,5737.604612,4564.218164,14911.417831,20208.370789,16056.067434,11245.493291,9996.424475,7787.597573,16119.999063,8359.589289,6617.91632,5070.780832,10214.099639,7349.214015,27104.636199,21061.595141,10463.725751,10789.862225,19766.668604,11483.88885,10089.562987,16743.088815,14678.045521,16375.467824,4112.603683,5668.949722,7268.094487,4054.96107,7046.858638,4904.841588,8186.654727,6497.178174,7397.79205,7586.372243,9721.189522,20153.800018,4954.623342,4491.823162,5751.465316,3559.910292,7051.927832,7455.565135,7106.596521,4168.749955,5327.855654,6673.694447,6992.627921,3639.725741,4335.991024,5758.725792,2242.25733,4147.325436,6284.227516,7580.862534,6375.487012,5441.848912,5120.526298,3788.825522,7426.504652,2979.331296,2432.398435,3926.479436,6993.732217,10920.76636,6661.937056,10256.600145,7929.863539,6147.391743,8410.555907,3352.549589,5584.294868,8571.449359,12023.748375,14514.45838,9809.294274,8919.4675,3178.718048,3768.112788,5751.202149,6230.853893,11037.886262,2274.96458,5460.297504,10432.262133,4275.444017,4582.579788,2452.476554,9514.293966,4059.947669,13662.629674,7556.900496,5308.641792,5452.971987,4133.313667,3715.899069,5048.391723,21602.581355,16996.70544,19755.003185,20653.149149,13368.62491,8381.345247,5917.979075,8366.702389,4958.290798,4002.373256,5148.513191,5039.496348,4279.973396,4756.154727,5352.737235,4038.349336,4299.358571,10135.695229,9280.720316,6958.834621,7359.342252,4552.090049,4508.555229,17162.749651,4153.419262,4892.982846,5133.844989,4619.590782,10860.572122,5331.41764,5007.913199,4439.530319,7564.405715,4407.083303,3301.02842,7164.598219,3667.615153,2726.750403,7494.698865,7913.202005,7315.051877,5606.836726,3075.036701,5427.748524,4228.736349,6607.456961,8307.533705,3502.226312,8878.048489,7839.721735,3059.898595,6530.299678,13545.428125,5337.705508,6347.799442,9869.306676
"hsa-let-7a-2",30030.543231,6919.035428,15632.038221,13450.273027,9100.683742,15757.784227,27415.329648,7119.739047,22111.654156,27387.994837,18256.65548,25180.187078,24030.201501,17161.663513,21414.491356,16223.1826,12332.147433,15098.256165,9600.272274,37245.485751,25296.96754,29106.39355,35206.224956,24482.266063,17446.057376,26659.956624,17860.820794,11209.291712,39229.061584,26470.318712,27156.22096,17781.363416,15569.866841,15246.113829,23153.465301,18187.736276,6616.756353,7654.095958,11875.793428,7376.752056,11634.829979,14424.795424,11914.731138,10165.807999,8921.710621,8053.114433,13778.657154,13123.876606,13612.530151,17088.962884,14103.238362,12009.985602,9324.748626,17896.679492,5580.497854,7130.85706,11329.369406,15537.46906,11260.029708,13759.286277,26935.893785,19049.409577,27168.239652,20078.938091,18079.163974,35628.768338,32862.578065,27670.706207,10445.871056,22004.112788,15010.92475,16115.738956,9176.030498,20387.478605,20108.619703,6771.441726,11135.855541,39416.232851,11086.072795,22002.721828,9116.088194,13770.40017,19402.947172,12924.627494,16712.659422,10142.805931,20245.253075,10992.049753,29506.323431,29161.228956,21512.725814,19212.852727,22569.319475,36616.235167,25449.07392,16575.93555,31646.007662,43289.721037,27159.434782,19803.555806,16552.911971,22691.48194,33497.439835,16052.801899,26887.611359,18977.928,20660.099433,8919.160936,29478.540445,14194.553938,8553.943413,9172.866063,15734.177071,12741.170496,8104.303311,14234.221394,17113.407124,2615.988117,7895.085256,10632.395949,7368.998158,7378.638259,10462.731196,15265.573137,6242.192649,8124.706803,11137.383728,11386.437668,8996.437773,10832.630592,6916.339025,8973.616311,6433.482519,13232.053288,8537.827722,18269.80674,10597.832705,12920.991924,14966.213626,6012.289593,12093.491579,17333.599849,3471.756844,15227.85294,13465.367229,9940.567686,10576.524219,4679.567351,5649.295082,9113.205594,7800.908848,4537.025215,7956.509878,8876.819869,19893.822421,9619.353747,18048.693649,9762.077921,9975.06309,8882.086889,11552.831013,6289.344321,7752.869475,18501.544184,10885.378132,24416.921342,14306.969594,26750.669528,17747.195023,13976.737202,23854.225802,38906.524439,15654.019748,10642.70952,36399.022496,34441.789515,17477.94147,33651.101677,12534.601442,10987.78014,9872.821719,12779.787217,14713.326835,15332.691717,29239.49779,5634.24618,22679.343285,8946.173863,8234.769431,9167.236585,46330.918543,20209.574646,11417.077557,9127.312043,29911.741372,40426.599802,32090.951418,22569.181513,19968.84306,15720.108909,32326.073018,16709.140694,13240.775544,10100.190712,20455.382233,14695.162136,54086.454855,42061.153184,21092.36998,21741.055543,39623.514006,23097.116304,20181.367104,33472.290983,29572.259746,32864.01337,8322.750136,11346.255316,14578.656176,8022.030944,14299.767346,9969.267122,16406.772452,13041.6476,14877.136227,15292.620648,19558.868529,40457.39159,9956.976896,9010.835463,11308.068383,7115.545816,14227.44032,14958.675565,14305.801624,8300.56712,10575.685667,13431.127624,14045.287052,7440.057849,8761.878857,11553.847461,4500.009316,8328.675683,12628.105775,15173.310348,12867.626008,10919.916452,10248.751605,7615.338438,14931.558709,5982.134702,4857.847161,7925.204426,13945.661426,21964.006338,13466.385235,20599.962705,15981.489643,12332.182366,17094.119764,6749.151784,11220.275197,17429.157278,23846.406473,29347.730331,19702.574096,17864.231081,6360.01264,7655.216175,11525.445368,12386.737921,22237.346599,4707.534613,10843.926909,20788.026796,8646.518149,9178.956495,4891.441796,18981.22213,8227.20162,27112.252192,15177.427745,10596.885535,11084.84274,8250.080841,7491.904734,10045.646692,43290.924048,34253.523846,39463.731873,41351.645029,26694.256706,16713.885969,11829.799796,16765.64416,9946.28256,8041.9804,10251.552794,10100.144248,8435.839334,9602.469547,10713.838495,8158.370512,8491.366824,20412.707793,18760.498244,13999.98921,14724.939713,9139.856855,8980.357543,34295.581058,8349.601998,9810.779279,10229.227705,9264.701009,21643.122362,10627.129491,10059.023666,8913.021224,15245.718654,8754.872663,6581.82526,14309.479463,7395.312204,5437.77119,14884.126962,15899.316721,14665.660461,11136.753275,6071.25656,10922.234902,8532.751028,13282.938669,16666.293146,7087.585849,17593.515893,15754.459452,6187.358494,12763.671661,27082.608489,10743.820568,12617.631704,19753.977477
"hsa-let-7a-3",15094.701275,3459.606604,7909.41853,6768.99873,4612.276871,7989.021398,13712.556836,3557.390713,10989.594742,13786.698613,9158.026783,12722.344606,12016.471419,8673.283393,10789.280034,8198.299421,6165.187118,7586.763291,4799.427746,18718.971146,12618.616475,14657.678884,17692.562799,12360.560087,8827.052635,13495.740302,8944.095416,5663.006026,19487.069316,13327.680491,13559.286704,8923.699604,7923.768842,7719.958053,11565.859706,9062.194392,3333.158032,3919.761769,6003.019878,3677.219637,5957.940871,7209.501847,5929.835738,5070.650559,4458.86055,4073.485893,6917.353169,6527.12856,6934.880423,8577.333808,7056.658728,6034.825603,4592.569058,8999.999593,2809.973254,3606.375888,5662.453512,7902.860731,5683.274251,7022.45206,13598.411218,9610.248676,13605.864114,10024.652356,9014.406784,17958.051369,16345.030503,13895.631119,5303.715307,11122.772959,7513.016677,8127.061372,4603.438351,10223.854476,10005.242728,3429.701055,5616.990415,19702.408161,5631.493821,10959.369789,4659.2916,6933.398071,9727.560884,6521.252371,8475.360741,5207.555264,10065.445989,5498.519741,14792.533548,14721.2885,10829.879592,9629.750516,11350.098138,18327.93215,12944.856984,8310.313563,15928.685158,21619.173334,13642.060249,10035.685369,8337.985044,11412.534069,16847.546962,7997.445385,13396.082601,9497.373529,10368.19078,4431.556201,14747.374037,6981.223057,4268.356675,4513.975188,7910.979287,6389.788863,3987.841945,7067.010953,8586.835944,1333.626273,3958.43724,5379.453814,3719.605563,3690.399773,5120.659283,7637.053215,3194.866574,4058.503836,5619.098252,5754.867675,4525.918371,5404.856814,3448.809393,4530.793141,3221.956389,6705.130811,4252.369286,9163.46398,5328.522982,6459.161085,7522.30269,3032.70984,6183.560246,8725.275456,1759.666192,7658.370415,6737.837856,5002.020249,5328.443674,2305.348604,2747.943361,4640.704789,3869.69488,2266.462129,3997.808155,4453.784799,10025.183403,4852.412231,9085.741733,4846.386105,5016.981646,4454.440035,5813.73497,3148.571956,3924.186178,9289.842094,5463.490398,12241.961811,7196.093122,13394.609343,8927.085798,7051.345834,12002.619576,19532.423429,7937.768769,5380.053936,18256.852729,17265.348677,8728.692675,16801.970421,6281.346026,5516.810917,4856.735972,6520.200054,7413.111596,7718.873159,14570.229921,2821.043597,11379.382932,4534.851875,4101.741157,4640.266817,23136.604297,10035.443545,5808.674395,4616.309988,14812.180572,20268.136265,16152.545428,11328.382388,10097.857812,7894.617645,16235.781218,8402.889966,6660.088749,5056.990515,10307.776282,7449.232018,26923.48938,21145.594279,10646.230323,10859.096127,19800.858859,11585.812379,10255.033016,16701.218469,14733.039982,16398.047809,4210.917542,5709.506272,7281.932115,4132.57161,7198.571745,4910.944224,8239.090515,6539.443302,7440.680863,7693.433136,9746.192143,20288.717586,4996.671386,4477.34199,5841.576486,3671.637186,7211.049706,7525.831191,7182.624527,4188.457789,5375.401113,6744.637146,7059.379042,3667.992462,4455.264097,5776.683229,2247.485588,4181.9197,6340.975547,7705.302079,6433.910052,5494.708532,5090.75679,3800.628717,7440.848457,2999.549847,2501.895533,3922.687019,6956.554223,10927.071932,6734.108499,10417.419182,8008.795051,6187.349494,8560.710279,3436.347073,5695.078844,8797.997545,12007.506468,14665.230227,10000.269516,8868.009034,3205.95579,3789.179217,5771.032578,6234.241086,11168.469406,2320.348349,5508.861461,10388.549293,4279.104499,4570.563117,2474.071559,9513.047498,4106.640403,13641.741563,7615.493044,5322.900622,5564.940095,4164.98838,3748.028777,5064.096158,21719.666869,17232.074955,19894.247351,20632.190577,13463.265595,8323.112575,5940.22861,8339.124122,5047.787081,4047.161847,5174.636316,5070.806211,4296.36693,4774.623275,5392.048154,4109.151183,4224.372279,10189.530404,9304.579961,7006.788001,7333.249097,4601.861328,4523.967742,17167.648545,4184.78808,4820.681184,5119.700798,4682.627619,10856.319745,5332.581959,5048.410638,4503.696234,7615.743235,4446.55845,3308.136814,7260.431884,3683.658821,2777.977941,7496.148376,7895.698126,7368.757321,5623.698538,3075.036701,5509.826595,4226.068257,6582.098624,8347.873972,3564.523077,8874.435576,7894.053163,3083.466492,6497.073311,13692.151452,5397.31236,6364.255396,9925.046293
"hsa-let-7b",14517.289095,8533.81481,19036.995517,13740.217402,9261.664592,16930.947151,23573.271865,9638.012343,29036.211004,17220.543904,23048.386924,15105.103995,23289.857544,23201.564541,13677.887029,10026.442247,19350.021046,10696.173612,4575.418769,30331.151016,16011.757789,28388.079056,56724.357965,38801.295349,15554.546097,21096.500516,24279.390203,14629.777152,22778.727491,20116.61196,12533.869503,14357.690604,8499.410221,6311.795396,16124.173858,10805.56407,7028.030652,13902.349302,25786.407432,5023.302226,20266.030646,12131.488882,5616.085441,5513.795606,8470.609692,6852.930326,12848.722852,12609.57775,25712.425544,10913.01208,13577.31635,12844.985573,4871.976975,10216.446624,2787.176293,7612.698829,10409.195705,20619.184542,14512.650227,8274.043254,22518.401291,14408.346682,24375.168095,18991.364049,12035.767986,17155.108587,21042.107051,21385.829687,20228.899787,15577.882013,8177.795237,25006.09617,27741.155004,11748.570887,17656.153618,4976.295933,7081.686359,15814.561175,17940.370833,16600.993551,12317.878757,12785.392867,23474.181655,16464.97565,34452.675228,15514.608412,17231.239946,9480.323006,19329.536509,23277.807764,14236.834378,28524.784419,11427.469424,21560.846418,18050.002144,9338.683745,25409.223657,40416.950187,46844.260326,15935.635403,21630.768449,10526.052133,15910.894839,9519.039915,31705.047455,24565.346328,14143.799653,13375.45731,24207.662601,14531.400417,13603.91843,9682.364787,31732.700438,18827.860262,15530.955047,12673.895676,38619.222674,2770.720312,17939.917507,13460.941119,11784.006411,11926.606354,15065.448483,13761.397432,14069.830919,12569.760098,20350.389469,19563.347112,9971.605681,14704.506212,9743.771799,6116.120701,9040.053681,10865.297833,11606.019082,17006.020949,14877.498939,17253.386121,16126.506031,5299.487454,18415.8491,22745.070761,3400.393536,19258.896853,11841.958868,7312.430588,14407.311095,2827.490249,3841.139069,9127.006947,4508.436045,7909.378697,6530.067428,7696.388519,14954.712114,16550.719734,8406.610109,13080.494306,5260.057097,6416.966974,12831.653493,5796.738539,3813.218936,15253.95746,8555.628881,23938.574692,15088.522722,23062.603242,25045.14926,13934.35157,13833.034148,14869.63232,13326.7867,7864.000345,27848.058569,23290.162271,18954.757593,33826.21191,12400.020441,12370.934739,12650.165712,29874.785029,11207.8014,22712.731926,60652.732901,6088.259976,39629.606671,6723.887284,11360.921366,16158.219091,11020.944572,16562.18219,14746.48573,16715.479329,14769.766839,14050.431957,46751.655108,16458.24156,19421.441148,19200.703638,26964.673684,20172.407549,19728.388523,13800.72775,30496.347364,8919.292547,37832.513101,35556.540703,24780.760032,11953.313808,21014.612915,25615.602979,8748.24725,17353.049287,44269.82711,18948.697206,7438.310945,14754.024524,26112.08001,8879.20185,15636.94085,9630.723358,11710.90263,12212.108799,12860.728193,9543.904578,10580.086378,19650.939104,13294.455181,7738.265522,10279.993326,9968.56491,26129.049254,42258.721301,28570.354011,14461.980796,19103.461268,20642.631707,16547.222106,14181.413757,16693.198239,16148.386155,3224.02915,9437.685197,10298.678961,23536.111184,11009.346328,14226.824055,10760.992433,10705.704733,17127.356077,5422.987191,2987.680249,8644.4364,10331.569009,20460.612363,14258.439342,20618.355853,13031.041959,12367.416048,25389.466316,7189.190173,14705.646153,13705.538037,37709.1641,22927.799107,44084.381928,24878.869023,8004.031186,5974.994843,6281.52448,20241.863624,17847.466251,10113.979274,14113.45035,19689.420271,8797.741848,10442.487211,4363.807696,11444.361386,11470.751498,22650.964309,23384.020316,8330.424631,7484.974224,11610.673338,5249.600838,9457.314438,24556.481596,43076.915526,38323.977004,18706.097744,16855.533926,27339.130165,21756.469698,28490.291867,19627.813478,15393.51499,5927.691835,25650.152778,13479.057838,13186.375181,7740.546979,6717.655748,6348.261481,19017.683428,14381.571628,10247.837053,11965.141689,12641.170949,10632.460373,23753.161536,14005.641293,10274.964502,22413.827758,19334.597625,17536.619903,21812.938148,12769.922175,11444.064547,8662.062894,10696.302592,4002.298745,12887.106108,4080.494027,4952.491242,7317.496092,8009.654415,8373.234318,8410.634006,7654.200784,10986.600557,7859.819934,13766.155877,17212.060673,4295.287516,13343.110623,20585.543869,5348.079504,10424.640885,14630.225743,7412.879054,11506.344054,16806.923861
"hsa-let-7c",1569.857108,193.958418,2207.705251,1314.202752,714.383865,1651.939259,1836.629331,566.953568,974.270885,2071.680666,1036.571637,668.37593,910.489656,968.668882,3493.481603,3434.573921,1324.135461,2093.436384,236.602595,4748.531709,2253.491947,1637.176592,1339.410813,6409.158548,1304.794201,2422.797106,4099.204772,1267.091735,2319.401014,637.711305,1372.540387,458.099724,988.885191,860.227723,2993.41556,875.47985,253.681547,1213.50898,1890.380738,449.181907,475.35182,278.877265,210.214196,737.859241,411.775644,1382.524567,994.220104,1359.793299,679.14817,1472.697332,1326.563972,1217.624243,432.848652,1884.77088,690.84704,501.061957,670.742,1741.175584,2532.693675,817.741305,2498.7799,1847.038524,3531.842638,1408.74757,1524.825866,1936.942599,4535.412462,3239.645494,749.080196,1341.135356,644.223832,2127.031656,878.810374,980.569789,526.720554,592.601677,968.322772,1729.233445,598.106905,844.592792,758.232811,1882.172214,1812.028322,2332.455958,1646.888739,1722.43463,1725.155226,982.332659,1211.284596,1956.895224,1316.196232,1303.682063,1170.192578,4241.399883,1877.971072,862.129889,2391.774579,1939.994038,1078.885359,826.474295,904.477162,669.404365,7098.946364,460.026435,1151.671842,324.004891,833.40007,280.461612,908.150059,234.719036,997.777322,850.33394,1503.430429,804.839409,453.047512,1035.751928,445.066436,339.509476,927.519254,1046.551868,406.142079,703.808097,1070.110567,1300.108105,917.82486,673.010219,1282.400673,1268.967351,498.695047,618.212384,367.41289,551.935144,843.609207,852.999091,619.387512,3036.238583,1464.69024,541.960006,1401.764192,165.275926,1470.11808,1344.172837,147.442254,1692.81075,1512.147836,580.68555,679.729105,162.321632,657.20657,1627.121958,539.012955,155.836359,672.347936,1276.860112,2382.308649,1445.499548,1155.228437,1663.926879,592.739339,125.869067,599.900419,536.940302,267.491656,1207.863187,340.978707,992.030798,1759.603648,1240.321272,1703.82803,959.839163,710.260595,1765.744352,2145.035387,1105.008461,1361.354203,1923.362673,1411.117153,2001.669904,517.057666,709.530082,547.918071,1458.921183,1327.935598,727.735252,2721.723027,851.228056,2396.883019,516.108226,566.296834,1213.149937,1562.307646,1640.03299,2795.890639,322.6695,898.572995,1897.584649,3583.186092,3197.592041,1721.830906,1389.040612,1293.789411,1070.314001,2884.131409,436.693385,1824.519895,1793.656191,4435.923298,1299.382889,1778.931078,490.755664,2396.736882,522.568325,610.334145,809.844034,1375.099603,1683.542391,621.49781,1438.229012,846.958227,498.527633,3720.468062,516.740753,981.78977,1500.983178,1151.025877,685.883874,336.683022,2602.346544,874.826609,6063.916938,1730.538322,1061.891258,1759.71112,1103.008776,2321.887209,1606.421216,2585.422535,1626.413115,805.157398,1517.408959,1346.956123,1047.944755,870.267333,359.182414,763.558534,2784.556303,683.025506,2508.629455,859.551743,471.299497,1570.305047,614.225633,694.276011,1377.78527,956.844175,1956.667621,761.280497,2116.785115,358.404133,1495.364704,295.394602,2780.353383,2676.730299,1929.297397,2416.853763,2117.597384,4185.393266,2257.935129,1096.503134,718.342077,411.150896,1791.373317,2001.773403,673.330104,1171.380631,2195.60596,663.004964,869.873471,297.133407,939.481106,234.623735,1307.956771,681.57537,1137.240748,825.99937,769.884628,657.675448,1378.096597,3546.474586,2224.456631,2173.91975,3148.739751,3897.297827,1423.927472,1492.308117,463.780996,1278.32164,727.140078,804.979261,1920.338247,1244.542451,1258.54758,1553.796933,665.126065,426.367145,2343.053641,1668.811762,1024.60388,1348.265529,1558.031917,1288.328005,2399.758135,794.140519,568.145599,1066.769762,857.186714,2201.437341,2166.992094,393.635099,1602.678445,869.942238,1099.618374,267.384942,1376.978461,405.675595,232.755823,1020.093671,1091.638481,347.233475,541.093657,756.075327,490.886962,457.38732,1878.328282,654.408775,448.196519,1004.763563,774.705493,494.663966,3201.597819,1583.787159,626.249197,1143.291645,2002.517215
