"","TCGA-05-4390","TCGA-05-4405","TCGA-05-4410","TCGA-05-4417","TCGA-05-4433","TCGA-05-5715","TCGA-38-A44F","TCGA-44-5644","TCGA-44-5645","TCGA-44-6144","TCGA-44-6145","TCGA-44-6148","TCGA-44-6775","TCGA-44-6776","TCGA-44-6778","TCGA-44-7659","TCGA-44-7660","TCGA-44-7661","TCGA-44-7662","TCGA-44-7671","TCGA-44-7672","TCGA-44-8117","TCGA-44-8120","TCGA-44-A479","TCGA-44-A47A","TCGA-44-A47B","TCGA-44-A47G","TCGA-44-A4SS","TCGA-44-A4SU","TCGA-49-4514","TCGA-49-AAR0","TCGA-49-AAR2","TCGA-49-AARO","TCGA-49-AARQ","TCGA-49-AARR","TCGA-4B-A93V","TCGA-50-5049","TCGA-50-5066","TCGA-50-5942","TCGA-50-5944","TCGA-50-5946","TCGA-50-6597","TCGA-50-7109","TCGA-50-8457","TCGA-50-8460","TCGA-55-6543","TCGA-55-6642","TCGA-55-6969","TCGA-55-6971","TCGA-55-6972","TCGA-55-6980","TCGA-55-6985","TCGA-55-6986","TCGA-55-6987","TCGA-55-7281","TCGA-55-7570","TCGA-55-7573","TCGA-55-7574","TCGA-55-7576","TCGA-55-7724","TCGA-55-7725","TCGA-55-7726","TCGA-55-7728","TCGA-55-7815","TCGA-55-7903","TCGA-55-7911","TCGA-55-7913","TCGA-55-7995","TCGA-55-8085","TCGA-55-8087","TCGA-55-8089","TCGA-55-8090","TCGA-55-8091","TCGA-55-8096","TCGA-55-8097","TCGA-55-8203","TCGA-55-8204","TCGA-55-8206","TCGA-55-8207","TCGA-55-8208","TCGA-55-8299","TCGA-55-8301","TCGA-55-8302","TCGA-55-8507","TCGA-55-8510","TCGA-55-8511","TCGA-55-8514","TCGA-55-8614","TCGA-55-8616","TCGA-55-8621","TCGA-55-A491","TCGA-55-A492","TCGA-55-A493","TCGA-55-A494","TCGA-55-A4DF","TCGA-55-A4DG","TCGA-55-A57B","TCGA-62-A46V","TCGA-64-5774","TCGA-64-5778","TCGA-64-5781","TCGA-67-6215","TCGA-67-6216","TCGA-69-7761","TCGA-69-7763","TCGA-69-7764","TCGA-69-7973","TCGA-69-7979","TCGA-69-7980","TCGA-69-8255","TCGA-71-6725","TCGA-71-8520","TCGA-73-7498","TCGA-73-7499","TCGA-75-5146","TCGA-75-5147","TCGA-75-6206","TCGA-75-7025","TCGA-75-7027","TCGA-75-7031","TCGA-78-7152","TCGA-78-7153","TCGA-78-7159","TCGA-78-7163","TCGA-78-7540","TCGA-78-7633","TCGA-78-8655","TCGA-80-5608","TCGA-80-5611","TCGA-83-5908","TCGA-86-7953","TCGA-86-7954","TCGA-86-7955","TCGA-86-8073","TCGA-86-8075","TCGA-86-8076","TCGA-86-8281","TCGA-86-8358","TCGA-86-8585","TCGA-86-8668","TCGA-86-8669","TCGA-86-8673","TCGA-86-A456","TCGA-86-A4P7","TCGA-91-6828","TCGA-91-6831","TCGA-91-6835","TCGA-91-6836","TCGA-91-6840","TCGA-91-6847","TCGA-91-8496","TCGA-91-8497","TCGA-91-8499","TCGA-93-7347","TCGA-93-7348","TCGA-93-8067","TCGA-93-A4JQ","TCGA-95-7043","TCGA-95-7944","TCGA-95-7947","TCGA-95-7948","TCGA-95-8039","TCGA-97-7546","TCGA-97-7547","TCGA-97-7552","TCGA-97-7553","TCGA-97-7937","TCGA-97-7941","TCGA-97-8172","TCGA-97-8175","TCGA-97-8177","TCGA-97-8179","TCGA-97-8552","TCGA-97-A4LX","TCGA-97-A4M0","TCGA-97-A4M1","TCGA-97-A4M2","TCGA-97-A4M3","TCGA-97-A4M5","TCGA-97-A4M6","TCGA-97-A4M7","TCGA-99-8028","TCGA-99-8032","TCGA-99-AA5R","TCGA-J2-A4AD","TCGA-J2-A4AE","TCGA-J2-A4AG","TCGA-L4-A4E5","TCGA-L4-A4E6","TCGA-L9-A443","TCGA-L9-A444","TCGA-L9-A8F4","TCGA-MN-A4N4","TCGA-MN-A4N5","TCGA-MP-A4TH","TCGA-MP-A5C7","TCGA-NJ-A4YF","TCGA-NJ-A4YG","TCGA-NJ-A4YP","TCGA-NJ-A4YQ","TCGA-NJ-A55A","TCGA-NJ-A55R","TCGA-S2-AA1A"
"hsa-mir-4700",0.17778,0.389435,0,0,0.226049,1.05125,0,0.15742,0.190551,0,0,0.112085,0.105615,0.196907,0,0.30603,0,0.212698,0.188674,0,0,0,0.139152,0,0,0,0,0.142483,0.191937,0,0,0.792938,0.153875,0.580005,0.194733,0,0,0.145262,0.678311,0,0,0.41095,0,0.291334,0.197477,0,0,0,0,0.115431,0,0.540287,0.139125,0,0,0,0,0,0.309284,0,0.349486,0,0.341828,0,0,0,0.21894,0,0,0.125223,0.244632,0.639898,0,0,0.984527,0,0,0,0,0,0.194244,0.344407,0,0.509479,0,0,0.205366,0,0.18884,0.291914,0,0,0,0.273397,0.235581,0,0,0,0.326295,0.397051,0,0,0.115227,0,0,0.403061,0.476112,0.232275,0.124747,0,0.284428,0.316915,0,0.269544,0,0,0.148022,0.105168,0.405598,0.272158,0,0,0,0,0,0.177795,0,0.252803,0,0,0,0.295534,0.757237,0,0.276427,0,0.160334,0,0.290271,0.272595,0,0,0,0.177885,0.183176,0,0.196836,0.273008,0.162556,0.205918,0.272238,0,0,0.225813,0,0,0,0.115481,0,0,0,0.198039,0.152059,0,0.560903,0.190532,0,0,0,0.269811,0,0.420347,0,0,0.288965,0,0,0.599417,0.17872,0.146818,0.197596,0.42782,0,0,0.163272,0,0,0.2734,0.458534,0.327422,0,0,0,0.190578,0.201257,0.640322,0.212617,0.249166,0.275794,0.261866,0.527403,0,0
"hsa-mir-4701",0.355561,0,0,0,0.226049,0,0,0.15742,0,0.360934,0,0,0,0,0.275935,0,0,0,0,0,0,0.178272,0,0,0,0,0,0,0.191937,0.401786,0,0,0,0.290003,0,0,0.184794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082259,0.270143,0,0,0,0,0,0,0.154642,0,0,0.13612,0,0,0,0,0,0,0,0.125223,0,0,0,0.184654,0,0,0,0,0,0,0,0.172203,0,0,0,0,0,0,0,0,0,0,0,0.273397,0,0,0,0,0,0,0,0,0,0,0,0.806122,0,0.232275,0,0,0,0,0.15042,0,0,0,0.148022,0.210336,0,0.544316,0,0,0,0,0,0,0,0.168535,0,0,0,0,0,0.404404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273008,0.406389,0,0.136119,0,0.184039,0,0,0,0.45756,0.115481,0,0,0,0,0.152059,0,0,0,0,0,0,0,0,0,0.238972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213441,0.212617,0,0,0,0,0,0
"hsa-mir-4703",0,0,0,0,0,0,0,0,0,0,0,0,0.105615,0,0,0,0,0,0,0,0,0,0,0.365783,0,0,0,0,0,0,0,0,0.153875,0,0,0,0,0,0,0,0,0,0,0,0,0.148267,0,0,0,0.115431,0,0,0.139125,0,0,0.384932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184654,0.492263,0,0,0.121904,0,0,0,0,0,0,0,0,0,0,0,0.145957,0,0,0,0,0,0,0.134952,0.265619,0,0,0,0,0,0,0,0,0,0,0.249495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177885,0,0,0.196836,0,0,0,0.136119,0,0,0,0,0.825159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203921,0,0,0,0,0.197596,0,0,0.184886,0,0,0,0,1.375603,0,0,0,0,0,0,0,0,0.124583,0,0,0,0,0
"hsa-mir-4704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115431,0,0,0,0,0.194435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269862,0,0,0,0,0,0,0,0,0,0,0,0,0.861017,0,0,0,0,0,0,0.566519,0,0,0,0,0,0,0,0.134952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284428,0,0,0,0,0.123531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207074,0,0.177885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316293,0,0,0,0,0,0.275794,0,0,0,0
"hsa-mir-4705",0,0.259623,0,0,0,0,0,0,0.190551,0,0,0.560427,0,0,0.275935,0,0,0,0,0,0,0.178272,0,0,0,0,0.252648,0,0.191937,0,0.610156,0,0.153875,0,0.584198,0.657348,0,0,0,0,0,0,0,0.874003,0,0,0,0,0,0.230861,0.246777,0.270143,0.417376,0,0,0.384932,0,0,0,0,0,0.13612,0,0,0.407825,0,0,0,0,0.37567,0,0,0,0,0,0.210218,0.308755,0,0,0,0,0.172203,0,0.169826,0.169078,0,0.205366,0,0.18884,0.145957,0,0.287528,0.480618,0,0,0.447812,0.404856,0,0,0.198525,0.084353,0,0,0,0,0,0,0,0,0,0.284428,0,0.15042,0.269544,0,0,0,0.315504,0,0,0,0,0,0.373522,0,0,0,0.084268,0,0,0,0,0,0.202202,0,0.188177,0,0.475296,0,0,0,0,0,0.177885,0.183176,0,0,0,0.081278,0,0,0.173261,0,0,0,0,0,1.73222,0.580034,0.257878,0,0,0,0,0,0,0,0.198657,0.196695,0,0,0,0.119486,0,0,0.407842,0,0.199806,0,0,0.197596,0,0.248144,0,0.653088,0,0,0,0,0,0,0,0,0.381156,0,0.213441,0.212617,0.249166,0,0.261866,0.263701,0.503011,0
"hsa-mir-4706",0,0,0,0,0,0.116806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109278,0,0,0.191937,0,0,0.396469,0,0.290003,0,0,0.184794,0,0,0,0,0,0,0,0,0,0,0,0.096108,0.115431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265487,0,0,0,0,0.169078,0,0,0,0,0,0,0,0,0.273397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544316,0,0,0.322018,0,0,0,0,0.168535,0,0.152566,0,0,0,0,0,0,0,0.190118,0,0,0,0,0.232397,0,0,0.152968,0,0,0.081278,0,0,0,0,0,0,0,0,0,0,0,0,0.09902,0,0,0,0.190532,0,0,0,0.539622,0,0,0,0,0,0,0,0,0.17872,0,0,0,0,0,0,0,0,0,0,0,0,0.189459,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4707",0.17778,0.649058,0.604996,0.250749,0.452098,0.350417,0.22165,0,0.952755,0.541401,0,0.448342,0,0,0.275935,0,0.220814,0.850792,0.566021,0.268468,0,0,0.974064,1.09735,0,0,0,0,0,0.602679,0,1.78411,0.769376,1.740016,0.194733,2.629393,0,0.87157,0.452207,0.119127,0,0.205475,0.351363,0.874003,0.197477,0.148267,0,1.634122,0.576646,0,0.740332,1.350717,0.139125,2.575344,0.194435,0,0.216553,0,0.309284,0,0.349486,0.408359,0.113943,0,0,1.188195,3.065154,0,0.809585,0.250447,0.733896,0.639898,0.535826,0,0,0.840874,0,0.609521,1.229504,0,0.388489,0.51661,0.10433,0.509479,1.859859,1.861265,0.616097,0.157413,0.755359,0,0.773488,0,0.240309,0,0,0,0.134952,0.265619,0.489443,0.496313,0.759174,0.150862,0.115227,1.011908,0,0.403061,0.634816,0,0.997979,1.33871,0.284428,0.158457,0.601681,0.179696,0.109759,0,0.148022,0.946513,1.351992,0,0,0,1.288073,0,0,0.177795,0.203802,1.011212,0,1.678225,0.454573,0.591068,3.028947,0.808809,0.276427,0.940885,0.320669,0,0.435407,0,0.194096,0,0,0.35577,0.183176,0,0,0.273008,0.731501,0.823673,0.272238,0.173261,0.920194,0.677439,0.300883,2.475478,0,3.117995,0,0.773634,0.279678,0.198039,0.304118,0,0.560903,0,0.554597,0.59597,0.590085,0.269811,0.139155,0.630521,0.477944,0,0,0.203921,0.340852,0.199806,0.35744,0.146818,0.197596,1.711282,0,0,0.163272,0,0,0.820199,0,0,0.425125,0.189459,0.47444,0.571734,0.201257,0,0,0,0,0.523731,0,0,0
"hsa-mir-4708",0.888902,0,0.151249,0,0.452098,0.116806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109278,0,0,0,0,0,0,0,0,0,0,0,0.145262,0.226104,0,0,0,0,0,0,0,0,0,0.192215,0,0,0,0,0.160959,0,0,0,0,0,0,0,0,0.227885,0,0,0,0,0,0.269862,0,0,0,0,0,0,0,0,0,0,0.265487,0,0.172203,0,0,0,0,0.616097,0.157413,0,0,0,0,0,0,0,0,0,0,0,0.099263,0,0.60345,0,0,0.30764,0,0,0,0,0,0,0,0,0,0,0,0.148022,0,0,0,0,0,0.322018,0,0,0.177795,0,0.168535,0,0.305132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243834,0,0.136119,0,0,0,0,0,0.22878,0,0,0,0,0,0.608236,0,0.140226,0.190532,0,0,0,0,0,0,0.119486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162449,0.546799,0,0,0,0,0,0,0,0,0,0.249166,0,0,0,0,0
"hsa-mir-4709",0.711122,3.764535,1.209992,2.50749,4.068881,2.452918,1.773198,0.472261,3.048817,1.082802,3.192509,5.492187,4.118966,6.69483,0.827804,1.53015,0,2.339678,0.188674,1.073871,3.503087,0.891362,4.592018,0.731567,5.941898,8.96079,2.273834,0.712415,4.030684,1.205359,1.423697,1.189407,1.231002,0.870008,2.920991,0.328674,1.293556,1.452617,14.696735,12.865663,0.402175,6.5752,0.175681,6.409354,8.985183,2.965332,0.354539,0.544707,7.304181,4.040068,4.195213,4.592439,8.625776,1.770549,3.110967,0,7.146237,3.897553,1.391779,3.544475,4.193826,0.544479,1.481255,3.683443,3.262599,6.416254,0.875758,1.566369,2.158893,7.763842,1.957056,17.917133,1.607478,4.616361,1.969053,2.522622,0.308755,5.24188,3.07376,3.716822,2.71942,1.033221,3.129885,1.528436,1.859859,4.136144,1.642925,0.629653,2.454918,3.211057,0,0.575056,0.961236,1.91378,1.884647,3.283952,6.882555,4.382713,0.163148,2.878616,0.421763,9.504337,7.950689,0.674606,4.306954,5.642856,0.952224,3.48413,3.742421,2.103687,3.697568,3.327606,16.245397,0.988328,4.280594,0.617653,6.661,16.406232,1.487191,2.857657,3.169779,3.908021,0.966054,5.229301,1.190356,0.533385,4.891242,2.949369,6.993867,0.610264,5.000308,1.477671,1.514473,2.022021,2.902484,4.139892,2.565348,0.285178,1.596492,17.718665,9.704824,0.207074,3.950751,4.802899,3.480349,1.070776,2.558871,2.184064,0.731501,0.411836,24.229218,3.638477,0,7.90345,4.513242,13.202551,2.287802,0.346444,0.870051,2.063023,0.279678,13.169614,5.778246,3.476353,0.560903,3.239052,3.327581,3.178505,6.490939,11.332053,6.818592,2.206822,13.262954,3.525403,3.323092,4.690186,5.794485,2.997086,1.429762,7.487715,3.161541,5.561666,0.992575,2.77329,2.122537,3.049754,7.79756,0.2734,6.41948,1.637109,2.763311,0.378917,0.47444,1.715202,9.861576,2.988168,0.212617,3.737496,1.654764,2.094924,6.856235,1.509034,0
"hsa-mir-4710",0,0.129812,0,0.501498,0.226049,0.116806,0,0.15742,0,0,0,0,0,0.196907,0.275935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200893,0.203385,0.198234,0,0.290003,0,0,0,0.290523,0,0,0,0,0,0,0,0.148267,0,0.136177,0.096108,0.577153,0,0,0,0,0,0,0,0,0,0.186551,0,0,0,0,0,0,0.437879,0,0,0.125223,0,0,0,0.369309,0,0.420437,0.154378,0.121904,0.614752,0,0,0,0,0.169826,0,0,0,0.157413,0,0.145957,0,0,0,0,0,0.149271,0,0,0,0,0,0,0,0,0,0,0,0,0.124747,0,0,0,0.300841,0,0.109759,0,0,0,0,0.544316,0,0,0,0,0,0,0,0.505606,0,0.152566,0,0.147767,0,0,0,0,0.481003,0.095059,0,0,0,0,0,0,0.183176,0.152968,0.196836,0,0.325111,0,0,0,0.184039,0,0.150441,0,0,0,0.290017,0,0.139839,0.297059,0,0,0,0,0,0,0,0,0,0.210174,0,0.293784,0,0,0,0,0,0,0.197596,0,0,0.184886,0,0,0,0,0,0,0,0,0,0,0.201257,0.426881,0,0,0,0,0,0,0
"hsa-mir-4711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4712",0,0,0,0,0,0.116806,0,0,0,0,0,0.112085,0,0,0.275935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191244,0.284428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4713",0,0,0,0.501498,1.130245,0,0,0.31484,0,0,0,0,0,0.393814,0.275935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191937,0.200893,0,0,0,0,0,0.328674,0,0,0,0,0.287268,0,0,0.291334,0,0,0,0,0.096108,1.154305,0,0,0,0,0,0,0,0,0,0.186551,0,0.27224,0,0,0,0,1.970456,0,0.539723,0,0,0,0,0.369309,0,0,0,0,0,0,0,0.51661,0,0,0,0,0.205366,0.314826,0,0,0,0,0,0,0.235581,0,0,0,0.326295,0,0,0,0,0,0,0,0,0,0.249495,1.147465,0,0,0,0,0,0.123531,0,0,0.946394,0.136079,0,0,0.322018,0,0.238071,0.35559,0,1.348283,0.268995,0.152566,0,0.443301,0,0,0,1.129062,0.641337,0,0.290271,0,0,0,0,0,0,0.152968,0,0.546016,0.406389,0,0,0.346522,0.552116,0,0,0,0,0,0,0,0,0.396079,0.304118,0.204491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880908,0,0,0.248144,0,0.653088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4714",0,0.129812,0,0.250749,0,0.233611,0,0.15742,0.190551,0.180467,0.290228,0.560427,0,0,0,0,0,0,0,0,0,0.356545,0.278304,0,0.59419,0.109278,0,0.142483,0,0.200893,0.203385,0.396469,0,0,0.389465,0.328674,0.369587,0.435785,0.226104,0,0.287268,0,0.351363,0,0,0,0,0.136177,0.096108,1.616027,0.411295,0.540287,0.139125,0.321918,0.194435,0.769864,0,0,0,0.186551,0,0.27224,0.341828,0,0,0,0.437879,0,1.349308,0.250447,0.733896,0.639898,0,0.184654,0,1.051092,0.308755,0,0,0.530975,0.194244,0.172203,0.208659,0.169826,0.338156,0.206807,1.232194,0.314826,0,0.291914,0,0.287528,0,0.273397,0.706743,0,0.134952,0,0.163148,0.099263,0.337411,0.150862,0.230455,0,0,0,0.158704,0.232275,0.623737,0.573733,0,0.475372,0.451261,0.089848,0.329276,0,0.444067,0,1.216793,0.816473,0,0,0,0,0,1.422361,0,0.252803,0,0.610264,0.68186,0,1.766886,0,0.276427,0,0.481003,0.095059,0,0.136297,0.194096,0.414147,0.232397,0.177885,0,0.152968,0.393672,0.273008,0.325111,0.411836,0,0.346522,0.184039,0,0,0,0.22878,2.540589,0,0.257878,0,0.09902,0.152059,0,0,0,0,0,0,1.079243,0.27831,0.105087,0.119486,0,0.144482,0,0.340852,0,0,0.440454,0.197596,0,0.248144,0.369772,0.163272,0,0,0,0,0,0,0.757834,0,0.190578,0,0,0.212617,0,0,0,0,0.503011,0.178653
"hsa-mir-4715",0,0,0,0,0,0,0,0,0,0.180467,0,0,0,0,0,0,0,0,0,0,0.291924,0,0.139152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351363,0,0,0,0,0.272354,0,0,0.246777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414641,0.188177,0,0,0,0,0,0.207074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554597,0.198657,0,0,0,0,0,0,0,0,0,0,0.17872,0,0,0,0.248144,0,0.163272,0,0,0.2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178653
"hsa-mir-4716",0,0,0,0.250749,0,0,0.22165,0.15742,0,0,0.290228,0,0,0,0,0,0,0,0,0,0,0,0.278304,0,0,0,0,0,0,0,0,0,0.153875,0,0,0,0,0.145262,0,0.238253,0,0,0,0,0,0,0,0.136177,0,0,0,0.270143,0.139125,0,0,0,0,0,0,0.186551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10433,0,0,0,0,0,0,0.145957,0,0.575056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124747,0,0,0,0,0,0,0,0,0,0.135199,0,0,0,0,0,0,0,0,0,0,0.152566,0.454573,0,0,0.202202,0,0,0.160334,0.190118,0,0,0,0.207074,0,0,0,0,0,0,0,0,0,0,0.184039,0,0,0,0,0,0.290017,0,0,0,0,0,0,0,0,0.198657,0,0,0,0,0,0,0.144482,0.203921,0,0,0,0,0,0.42782,0,0,0,0,0,0.2734,0,0,0,0,0,0,0.201257,0,0,0,0,0,0,0,0
"hsa-mir-4717",0,0,0,0,0,0,0,0,0.190551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139152,0,0,0.109278,0,0,0,0,0,0.198234,0.30775,0,0,0,0,0,0,0,0.057454,0,0,0.582669,0,0,0,0,0,0,0.082259,0,0,0.160959,0,0,0.216553,0.216531,0,0,0,0.408359,0,0,0,0.237639,0,0,0.539723,0,0,0,0.535826,0.553963,0.492263,0.210218,0,0,0,0,0,0.172203,0,0,0.169078,0.413614,0,0,0,0,0,0,0,0,0,0,0.134952,0,0,0,0.084353,0,0,0.337303,0,0,0.158704,0,0.374242,0,0,0,0,0,0.109759,0.123531,0,0,0.135199,0,0.226413,0,0,0.373522,0,0,0,0.168535,0,0,0.227287,0.443301,0,0,0.138214,0.188177,0,0.190118,0.145136,0,0,0,0,0,0.549529,0,0,0,0.081278,0,0,0.173261,0,0,0,0,0,0,0,0.773634,0,0,0,0,0,0,0,0,0,0,0.417465,0,0,0,0.144482,0,0,0,0,0.146818,0,0,0,0.184886,0,0,0,0.2734,0,0,0,0,0,0,0,0.213441,0,0,0,0.261866,0,0,0
"hsa-mir-4718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123531,0,0,0,0,0,0,0,0,0,0,0,0,0.268995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142483,0,0,0,0,0,0,0,0,0,0,0,0,0.114907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216531,0,0,0,0,0,0,0,0.237639,0,0,0,0,0,0,0,0,0.492263,0,0,0,0,0,0,0,0.10433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09902,0,0,0,0,0,0,0,0,0,0.105087,0.119486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4721",0,0,0,0,0,0,0,0.15742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252412,0,0,0,0,0,0,0,0.388193,0,0,0,0,0.152968,0,0,0.081278,0,0,0,0,0,0,0,0,0,0,0.257878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190578,0,0,0,0,0,0,0,0,0
